,state,arma_09_23_perf_-30,arma_09_23_perf_-20,arma_09_23_perf_-10,arma_09_23_perf_0,arma_09_23_perf_10,arma_09_23_perf_20,arma_09_23_perf_30,arma_09_23_perf_40,arma_09_23_perf_50,arma_09_23_perf_60,arma_09_23_perf_70,arma_09_23_perf_80,arma_09_23_perf_90,arma_09_23_perf_100,arma_09_23_perf_110,arma_09_23_perf_120,arma_09_23_perf_130,arma_09_19_perf_-30,arma_09_19_perf_-20,arma_09_19_perf_-10,arma_09_19_perf_0,arma_09_19_perf_10,arma_09_19_perf_20,arma_09_19_perf_30,arma_09_19_perf_40,arma_09_19_perf_50,arma_09_19_perf_60,arma_09_19_perf_70,arma_09_19_perf_80,arma_09_19_perf_90,arma_09_19_perf_100,arma_09_19_perf_110,arma_09_19_perf_120,arma_09_19_perf_130,arma_21_23_perf_-30,arma_21_23_perf_-20,arma_21_23_perf_-10,arma_21_23_perf_0,arma_21_23_perf_10,arma_21_23_perf_20,arma_21_23_perf_30,arma_21_23_perf_40,arma_21_23_perf_50,arma_21_23_perf_60,arma_21_23_perf_70,arma_21_23_perf_80,arma_21_23_perf_90,arma_21_23_perf_100,arma_21_23_perf_110,arma_21_23_perf_120,arma_21_23_perf_130,dfm_mini_local_09_23_perf_-30,dfm_mini_local_09_23_perf_-20,dfm_mini_local_09_23_perf_-10,dfm_mini_local_09_23_perf_0,dfm_mini_local_09_23_perf_10,dfm_mini_local_09_23_perf_20,dfm_mini_local_09_23_perf_30,dfm_mini_local_09_23_perf_40,dfm_mini_local_09_23_perf_50,dfm_mini_local_09_23_perf_60,dfm_mini_local_09_23_perf_70,dfm_mini_local_09_23_perf_80,dfm_mini_local_09_23_perf_90,dfm_mini_local_09_23_perf_100,dfm_mini_local_09_23_perf_110,dfm_mini_local_09_23_perf_120,dfm_mini_local_09_23_perf_130,dfm_mini_local_09_19_perf_-30,dfm_mini_local_09_19_perf_-20,dfm_mini_local_09_19_perf_-10,dfm_mini_local_09_19_perf_0,dfm_mini_local_09_19_perf_10,dfm_mini_local_09_19_perf_20,dfm_mini_local_09_19_perf_30,dfm_mini_local_09_19_perf_40,dfm_mini_local_09_19_perf_50,dfm_mini_local_09_19_perf_60,dfm_mini_local_09_19_perf_70,dfm_mini_local_09_19_perf_80,dfm_mini_local_09_19_perf_90,dfm_mini_local_09_19_perf_100,dfm_mini_local_09_19_perf_110,dfm_mini_local_09_19_perf_120,dfm_mini_local_09_19_perf_130,dfm_mini_local_21_23_perf_-30,dfm_mini_local_21_23_perf_-20,dfm_mini_local_21_23_perf_-10,dfm_mini_local_21_23_perf_0,dfm_mini_local_21_23_perf_10,dfm_mini_local_21_23_perf_20,dfm_mini_local_21_23_perf_30,dfm_mini_local_21_23_perf_40,dfm_mini_local_21_23_perf_50,dfm_mini_local_21_23_perf_60,dfm_mini_local_21_23_perf_70,dfm_mini_local_21_23_perf_80,dfm_mini_local_21_23_perf_90,dfm_mini_local_21_23_perf_100,dfm_mini_local_21_23_perf_110,dfm_mini_local_21_23_perf_120,dfm_mini_local_21_23_perf_130,dfm_mini_local_trends_09_23_perf_-30,dfm_mini_local_trends_09_23_perf_-20,dfm_mini_local_trends_09_23_perf_-10,dfm_mini_local_trends_09_23_perf_0,dfm_mini_local_trends_09_23_perf_10,dfm_mini_local_trends_09_23_perf_20,dfm_mini_local_trends_09_23_perf_30,dfm_mini_local_trends_09_23_perf_40,dfm_mini_local_trends_09_23_perf_50,dfm_mini_local_trends_09_23_perf_60,dfm_mini_local_trends_09_23_perf_70,dfm_mini_local_trends_09_23_perf_80,dfm_mini_local_trends_09_23_perf_90,dfm_mini_local_trends_09_23_perf_100,dfm_mini_local_trends_09_23_perf_110,dfm_mini_local_trends_09_23_perf_120,dfm_mini_local_trends_09_23_perf_130,dfm_mini_local_trends_09_19_perf_-30,dfm_mini_local_trends_09_19_perf_-20,dfm_mini_local_trends_09_19_perf_-10,dfm_mini_local_trends_09_19_perf_0,dfm_mini_local_trends_09_19_perf_10,dfm_mini_local_trends_09_19_perf_20,dfm_mini_local_trends_09_19_perf_30,dfm_mini_local_trends_09_19_perf_40,dfm_mini_local_trends_09_19_perf_50,dfm_mini_local_trends_09_19_perf_60,dfm_mini_local_trends_09_19_perf_70,dfm_mini_local_trends_09_19_perf_80,dfm_mini_local_trends_09_19_perf_90,dfm_mini_local_trends_09_19_perf_100,dfm_mini_local_trends_09_19_perf_110,dfm_mini_local_trends_09_19_perf_120,dfm_mini_local_trends_09_19_perf_130,dfm_mini_local_trends_21_23_perf_-30,dfm_mini_local_trends_21_23_perf_-20,dfm_mini_local_trends_21_23_perf_-10,dfm_mini_local_trends_21_23_perf_0,dfm_mini_local_trends_21_23_perf_10,dfm_mini_local_trends_21_23_perf_20,dfm_mini_local_trends_21_23_perf_30,dfm_mini_local_trends_21_23_perf_40,dfm_mini_local_trends_21_23_perf_50,dfm_mini_local_trends_21_23_perf_60,dfm_mini_local_trends_21_23_perf_70,dfm_mini_local_trends_21_23_perf_80,dfm_mini_local_trends_21_23_perf_90,dfm_mini_local_trends_21_23_perf_100,dfm_mini_local_trends_21_23_perf_110,dfm_mini_local_trends_21_23_perf_120,dfm_mini_local_trends_21_23_perf_130,dfm_mini_local_trends_all_09_23_perf_-30,dfm_mini_local_trends_all_09_23_perf_-20,dfm_mini_local_trends_all_09_23_perf_-10,dfm_mini_local_trends_all_09_23_perf_0,dfm_mini_local_trends_all_09_23_perf_10,dfm_mini_local_trends_all_09_23_perf_20,dfm_mini_local_trends_all_09_23_perf_30,dfm_mini_local_trends_all_09_23_perf_40,dfm_mini_local_trends_all_09_23_perf_50,dfm_mini_local_trends_all_09_23_perf_60,dfm_mini_local_trends_all_09_23_perf_70,dfm_mini_local_trends_all_09_23_perf_80,dfm_mini_local_trends_all_09_23_perf_90,dfm_mini_local_trends_all_09_23_perf_100,dfm_mini_local_trends_all_09_23_perf_110,dfm_mini_local_trends_all_09_23_perf_120,dfm_mini_local_trends_all_09_23_perf_130,dfm_mini_local_trends_all_09_19_perf_-30,dfm_mini_local_trends_all_09_19_perf_-20,dfm_mini_local_trends_all_09_19_perf_-10,dfm_mini_local_trends_all_09_19_perf_0,dfm_mini_local_trends_all_09_19_perf_10,dfm_mini_local_trends_all_09_19_perf_20,dfm_mini_local_trends_all_09_19_perf_30,dfm_mini_local_trends_all_09_19_perf_40,dfm_mini_local_trends_all_09_19_perf_50,dfm_mini_local_trends_all_09_19_perf_60,dfm_mini_local_trends_all_09_19_perf_70,dfm_mini_local_trends_all_09_19_perf_80,dfm_mini_local_trends_all_09_19_perf_90,dfm_mini_local_trends_all_09_19_perf_100,dfm_mini_local_trends_all_09_19_perf_110,dfm_mini_local_trends_all_09_19_perf_120,dfm_mini_local_trends_all_09_19_perf_130,dfm_mini_local_trends_all_21_23_perf_-30,dfm_mini_local_trends_all_21_23_perf_-20,dfm_mini_local_trends_all_21_23_perf_-10,dfm_mini_local_trends_all_21_23_perf_0,dfm_mini_local_trends_all_21_23_perf_10,dfm_mini_local_trends_all_21_23_perf_20,dfm_mini_local_trends_all_21_23_perf_30,dfm_mini_local_trends_all_21_23_perf_40,dfm_mini_local_trends_all_21_23_perf_50,dfm_mini_local_trends_all_21_23_perf_60,dfm_mini_local_trends_all_21_23_perf_70,dfm_mini_local_trends_all_21_23_perf_80,dfm_mini_local_trends_all_21_23_perf_90,dfm_mini_local_trends_all_21_23_perf_100,dfm_mini_local_trends_all_21_23_perf_110,dfm_mini_local_trends_all_21_23_perf_120,dfm_mini_local_trends_all_21_23_perf_130,mini_over_arma_09_23_perf_-30,mini_over_arma_09_23_perf_-20,mini_over_arma_09_23_perf_-10,mini_over_arma_09_23_perf_0,mini_over_arma_09_23_perf_10,mini_over_arma_09_23_perf_20,mini_over_arma_09_23_perf_30,mini_over_arma_09_23_perf_40,mini_over_arma_09_23_perf_50,mini_over_arma_09_23_perf_60,mini_over_arma_09_23_perf_70,mini_over_arma_09_23_perf_80,mini_over_arma_09_23_perf_90,mini_over_arma_09_23_perf_100,mini_over_arma_09_23_perf_110,mini_over_arma_09_23_perf_120,mini_over_arma_09_23_perf_130,mini_over_arma_09_19_perf_-30,mini_over_arma_09_19_perf_-20,mini_over_arma_09_19_perf_-10,mini_over_arma_09_19_perf_0,mini_over_arma_09_19_perf_10,mini_over_arma_09_19_perf_20,mini_over_arma_09_19_perf_30,mini_over_arma_09_19_perf_40,mini_over_arma_09_19_perf_50,mini_over_arma_09_19_perf_60,mini_over_arma_09_19_perf_70,mini_over_arma_09_19_perf_80,mini_over_arma_09_19_perf_90,mini_over_arma_09_19_perf_100,mini_over_arma_09_19_perf_110,mini_over_arma_09_19_perf_120,mini_over_arma_09_19_perf_130,mini_over_arma_21_23_perf_-30,mini_over_arma_21_23_perf_-20,mini_over_arma_21_23_perf_-10,mini_over_arma_21_23_perf_0,mini_over_arma_21_23_perf_10,mini_over_arma_21_23_perf_20,mini_over_arma_21_23_perf_30,mini_over_arma_21_23_perf_40,mini_over_arma_21_23_perf_50,mini_over_arma_21_23_perf_60,mini_over_arma_21_23_perf_70,mini_over_arma_21_23_perf_80,mini_over_arma_21_23_perf_90,mini_over_arma_21_23_perf_100,mini_over_arma_21_23_perf_110,mini_over_arma_21_23_perf_120,mini_over_arma_21_23_perf_130,trends_over_mini_09_23_perf_-30,trends_over_mini_09_23_perf_-20,trends_over_mini_09_23_perf_-10,trends_over_mini_09_23_perf_0,trends_over_mini_09_23_perf_10,trends_over_mini_09_23_perf_20,trends_over_mini_09_23_perf_30,trends_over_mini_09_23_perf_40,trends_over_mini_09_23_perf_50,trends_over_mini_09_23_perf_60,trends_over_mini_09_23_perf_70,trends_over_mini_09_23_perf_80,trends_over_mini_09_23_perf_90,trends_over_mini_09_23_perf_100,trends_over_mini_09_23_perf_110,trends_over_mini_09_23_perf_120,trends_over_mini_09_23_perf_130,trends_over_mini_09_19_perf_-30,trends_over_mini_09_19_perf_-20,trends_over_mini_09_19_perf_-10,trends_over_mini_09_19_perf_0,trends_over_mini_09_19_perf_10,trends_over_mini_09_19_perf_20,trends_over_mini_09_19_perf_30,trends_over_mini_09_19_perf_40,trends_over_mini_09_19_perf_50,trends_over_mini_09_19_perf_60,trends_over_mini_09_19_perf_70,trends_over_mini_09_19_perf_80,trends_over_mini_09_19_perf_90,trends_over_mini_09_19_perf_100,trends_over_mini_09_19_perf_110,trends_over_mini_09_19_perf_120,trends_over_mini_09_19_perf_130,trends_over_mini_21_23_perf_-30,trends_over_mini_21_23_perf_-20,trends_over_mini_21_23_perf_-10,trends_over_mini_21_23_perf_0,trends_over_mini_21_23_perf_10,trends_over_mini_21_23_perf_20,trends_over_mini_21_23_perf_30,trends_over_mini_21_23_perf_40,trends_over_mini_21_23_perf_50,trends_over_mini_21_23_perf_60,trends_over_mini_21_23_perf_70,trends_over_mini_21_23_perf_80,trends_over_mini_21_23_perf_90,trends_over_mini_21_23_perf_100,trends_over_mini_21_23_perf_110,trends_over_mini_21_23_perf_120,trends_over_mini_21_23_perf_130,all_over_trends_09_23_perf_-30,all_over_trends_09_23_perf_-20,all_over_trends_09_23_perf_-10,all_over_trends_09_23_perf_0,all_over_trends_09_23_perf_10,all_over_trends_09_23_perf_20,all_over_trends_09_23_perf_30,all_over_trends_09_23_perf_40,all_over_trends_09_23_perf_50,all_over_trends_09_23_perf_60,all_over_trends_09_23_perf_70,all_over_trends_09_23_perf_80,all_over_trends_09_23_perf_90,all_over_trends_09_23_perf_100,all_over_trends_09_23_perf_110,all_over_trends_09_23_perf_120,all_over_trends_09_23_perf_130,all_over_trends_09_19_perf_-30,all_over_trends_09_19_perf_-20,all_over_trends_09_19_perf_-10,all_over_trends_09_19_perf_0,all_over_trends_09_19_perf_10,all_over_trends_09_19_perf_20,all_over_trends_09_19_perf_30,all_over_trends_09_19_perf_40,all_over_trends_09_19_perf_50,all_over_trends_09_19_perf_60,all_over_trends_09_19_perf_70,all_over_trends_09_19_perf_80,all_over_trends_09_19_perf_90,all_over_trends_09_19_perf_100,all_over_trends_09_19_perf_110,all_over_trends_09_19_perf_120,all_over_trends_09_19_perf_130,all_over_trends_21_23_perf_-30,all_over_trends_21_23_perf_-20,all_over_trends_21_23_perf_-10,all_over_trends_21_23_perf_0,all_over_trends_21_23_perf_10,all_over_trends_21_23_perf_20,all_over_trends_21_23_perf_30,all_over_trends_21_23_perf_40,all_over_trends_21_23_perf_50,all_over_trends_21_23_perf_60,all_over_trends_21_23_perf_70,all_over_trends_21_23_perf_80,all_over_trends_21_23_perf_90,all_over_trends_21_23_perf_100,all_over_trends_21_23_perf_110,all_over_trends_21_23_perf_120,all_over_trends_21_23_perf_130
0,AK,0.0481702628908619,0.05190033652821702,0.05580287162817466,-0.02290893604754718,-0.01362333608760258,-0.005953686495463462,-0.0298360526523318,-0.01270916877278827,-1.097411211000336,-1.540599234333549,-1.540901360667656,-1.785602200165012,-1.553042511278317,-1.508404631297732,-1.507686921649737,-1.571046478540721,-1.458268254963401,-0.02245995475161555,-0.02710397460201697,-0.02258336379036741,-0.01610380783944954,-0.01598701011994441,-0.007361294802193052,-0.01050075234346681,0.008739434101741939,-1.477159455531603,-2.815465507131059,-2.857907988025807,-2.930134170915067,-2.423681688455325,-2.334545535232663,-2.339542164260755,-2.274288256778019,-2.106008785833879,0.1434280780631798,0.1569961810393953,0.1605762656328026,-0.03421529688753222,-0.009783749902793959,-0.003727548285299198,-0.06162046162625057,-0.04779912614834769,-0.4982461212702833,-0.1128232335558836,-0.09080108212117155,-0.5630759339711817,-0.5215608991714429,-0.5248358977841183,-0.5211725168548063,-0.645201545161286,-0.6021741051208205,0.02667390305192419,0.01807662620611328,0.03276755726861835,-0.03576516418466058,-0.03102304334808004,-0.04129104626891489,-0.07190859975881092,-0.06129331110262348,-1.136043822176778,-1.537308193011437,-1.540901360667656,-1.785602200165012,-1.553042511278317,-1.508404631297732,-1.507686921649737,-1.571046478540721,-1.458268254963401,-0.08101506264900205,-0.07546950852032097,-0.05485221764668435,-0.04907622259527833,-0.05354391782954848,-0.06142389592919217,-0.0857800786797478,-0.07766476601076211,-1.515429494549986,-2.803212907465955,-2.857907988025807,-2.930134170915067,-2.423681688455325,-2.334545535232663,-2.339542164260755,-2.274288256778019,-2.106008785833879,0.1719122434286011,0.142516797750989,0.149882777189312,-0.0136495441771689,0.005560189934375126,-0.009450863389946829,-0.04910591492572336,-0.03450957799594856,-0.5374507971836799,-0.1195686158216467,-0.09080108212117155,-0.5630759339711817,-0.5215608991714429,-0.5248358977841183,-0.5211725168548063,-0.645201545161286,-0.6021741051208205,0.02021472862674933,0.01563965325600469,0.03436591476342954,-0.03743887367098253,-0.03122851486815437,-0.050730175661438,-0.07538270309981976,-0.06210855531246695,-1.142737952007474,-1.533756095700506,-1.540901360667656,-1.785602200165012,-1.553042511278317,-1.508404631297732,-1.507686921649737,-1.571046478540721,-1.458268254963401,-0.08581669606646458,-0.0778740467777439,-0.05926909819175341,-0.05269907270232999,-0.05822928892838064,-0.08200950615902292,-0.1025232819362072,-0.09144386148428452,-1.518150583797135,-2.802254807892202,-2.857907988025807,-2.930134170915067,-2.423681688455325,-2.334545535232663,-2.339542164260755,-2.274288256778019,-2.106008785833879,0.1632175706540874,0.140036678403292,0.1595212823174276,-0.01208485954189031,0.01263193189491141,-0.001261788414708143,-0.03076755651587426,-0.01411593550456236,-0.5504135727606685,-0.1131113920717792,-0.09080108212117155,-0.5630759339711817,-0.5215608991714429,-0.5248358977841183,-0.5211725168548063,-0.645201545161286,-0.6021741051208205,0.01755403827063007,0.01364803535974735,0.0247094153773677,-0.04824945648549428,-0.03385141418121407,-0.05328057941119435,-0.07969561674053116,-0.06888351767154122,-1.150004910932439,-1.53625764355094,-1.540901360667656,-1.785602200165012,-1.553042511278317,-1.508404631297732,-1.507686921649737,-1.571046478540721,-1.458268254963401,-0.09052945171268023,-0.07814350403924131,-0.06845381020430485,-0.0627702274016162,-0.06129896145572622,-0.09519541992313996,-0.1156141243880922,-0.1020318267597033,-1.52907057738584,-2.807581426532326,-2.857907988025807,-2.930134170915067,-2.423681688455325,-2.334545535232663,-2.339542164260755,-2.274288256778019,-2.106008785833879,0.1633244670710263,0.1357541484833139,0.1492341777733645,-0.02412396308816778,0.01073477743407836,0.01300790978744526,-0.02065083757672004,-0.01465281743527025,-0.5519167898550734,-0.1124490251179053,-0.09080108212117155,-0.5630759339711817,-0.5215608991714429,-0.5248358977841183,-0.5211725168548063,-0.645201545161286,-0.6021741051208205,-0.021496359838937707,-0.03382371032210374,-0.02303531435955631,-0.012856228137113401,-0.01739970726047746,-0.03533735977345143,-0.04207254710647912,-0.04858414232983521,-0.0386326111764419,0.0032910413221121093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058555107897386494,-0.048365533918304005,-0.032268853856316934,-0.032972414755828794,-0.03755690770960407,-0.054062601126999114,-0.07527932633628098,-0.08640420011250405,-0.038270039018382995,0.012252599665103947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028484165365421282,-0.014479383288406311,-0.010693488443490606,0.02056575271036332,0.015343939837169085,-0.0057233151046476305,0.012514546700527207,0.013289548152399133,-0.03920467591339666,-0.0067453822657631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006459174425174859,-0.0024369729501085916,0.0015983574948111867,-0.0016737094863219504,-0.00020547152007432956,-0.009439129392523109,-0.0034741033410088384,-0.0008152442098434687,-0.006694129830696172,0.0035520973109308684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004801633417462536,-0.002404538257422928,-0.004416880545069064,-0.003622850107051663,-0.004685371098832158,-0.02058561022983075,-0.016743203256459407,-0.013779095473522407,-0.002721089247148978,0.0009580995737530351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00869467277451369,-0.002480119347696985,0.009638505128115593,0.0015646846352785904,0.007071741960536284,0.008189074975238686,0.018338358409849098,0.0203936424913862,-0.01296277557698855,0.0064572237498674995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026606903561192594,-0.0019916178962573403,-0.009656499386061838,-0.010810582814511749,-0.0026228993130596977,-0.002550403749756354,-0.004312913640711402,-0.006774962359074266,-0.0072669589249649835,-0.002501547850433994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047127556462156495,-0.0002694572614974078,-0.009184712012551444,-0.010071154699286204,-0.0030696725273455794,-0.013185913764117041,-0.013090842451884993,-0.01058796527541879,-0.01091999358870499,-0.005326618640123737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010689641693889529,-0.004282529919978101,-0.010287104544063091,-0.01203910354627747,-0.0018971544608330504,0.014269698202153402,0.01011671893915422,-0.0005368819307078904,-0.0015032170944049295,0.0006623669538738941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,0.2250537294848551,0.2246072128288445,0.1914941031622703,0.1372274942808681,0.1394398774853407,0.1418039417678951,0.1388596743105819,0.1366988159033788,-0.2507838332798931,-0.4771841520153333,-0.4549878742763174,-0.3860559269887607,-0.3150672462277035,-0.3106566262946246,-0.354865469068693,-0.4070784652877448,-0.3566857482049635,0.1139391350672554,0.1011739091178467,0.08059072714168791,0.08149573802206966,0.06382485870504506,0.08270349136953814,0.10442204852085,0.08161023419840752,-0.2997790565879825,-0.5660679988930581,-0.568740425217104,-0.4453136306938192,-0.4470641705222969,-0.4445905931886547,-0.476069019884398,-0.4923636252153076,-0.4270826690408911,0.4461950020281482,0.4629699702017376,0.4229478565041888,0.2760456401126069,0.317862148370419,0.2839661093389421,0.2231343936664608,0.2602427888503993,-0.1378532955636027,-0.2660151408857669,-0.2037666315137023,-0.2522364824253303,-0.0856307330927879,-0.07938475880298768,-0.1387701627893805,-0.2435258616199589,-0.2191893573961898,0.307151333832815,0.3306944906312465,0.2943384539455709,0.2069725521863784,0.2312948224920537,0.208732919934154,0.196724652693991,0.3274303206140909,-0.1811021321503596,-0.4065657599282473,-0.4549878742763174,-0.3860559269887607,-0.3150672462277035,-0.3106566262946246,-0.354865469068693,-0.4070784652877448,-0.3566857482049635,0.2432015314928425,0.2652156054716739,0.2503150757890482,0.220214892822053,0.2096636955516181,0.2107159742008347,0.1967625608756244,0.2642147209828014,-0.2314964188548441,-0.4857349712938097,-0.568740425217104,-0.4453136306938192,-0.4470641705222969,-0.4445905931886547,-0.476069019884398,-0.4923636252153076,-0.4270826690408911,0.4344248098552731,0.457141139526605,0.3862146120458145,0.173988176725818,0.2823359364502455,0.2039628159660437,0.1966318849350303,0.4692002861670965,-0.06494685187783,-0.2184766451651106,-0.2037666315137023,-0.2522364824253303,-0.0856307330927879,-0.07938475880298768,-0.1387701627893805,-0.2435258616199589,-0.2191893573961898,0.3141101169635346,0.3361040717607461,0.3014074251499165,0.2216179909201598,0.2624624472407546,0.2756242423747991,0.2366793375065075,0.362620967493109,-0.170480965813266,-0.3887652885951627,-0.4549878742763174,-0.3860559269887607,-0.3150672462277035,-0.3106566262946246,-0.354865469068693,-0.4070784652877448,-0.3566857482049635,0.2462153579036875,0.2678784085801603,0.2523709123378078,0.2296258431017569,0.2505700913638774,0.2922672929059699,0.2431102513259428,0.3155440355503836,-0.2164931119218909,-0.4604275580927377,-0.568740425217104,-0.4453136306938192,-0.4470641705222969,-0.4445905931886547,-0.476069019884398,-0.4923636252153076,-0.4270826690408911,0.4492348815924436,0.4678550393715217,0.4037459232949616,0.2016718189965273,0.2905238188565065,0.2355905011332696,0.2209417991336862,0.4681976773367018,-0.06442621086596945,-0.2185110622460122,-0.2037666315137023,-0.2522364824253303,-0.0856307330927879,-0.07938475880298768,-0.1387701627893805,-0.2435258616199589,-0.2191893573961898,0.3212731611268456,0.3257265342809026,0.3177906705151701,0.2441330004885801,0.2803993524614496,0.261642328446028,0.2538407097170731,0.3522687804770004,-0.165522108196428,-0.3909626842372744,-0.4549878742763174,-0.3860559269887607,-0.3150672462277035,-0.3106566262946246,-0.354865469068693,-0.4070784652877448,-0.3566857482049635,0.2423654103613151,0.2491483604115572,0.2772139717214841,0.2640327133751612,0.2789734873464721,0.263911774128012,0.2734192155141957,0.3043772922849738,-0.2053332445919034,-0.4624201038072224,-0.568740425217104,-0.4453136306938192,-0.4470641705222969,-0.4445905931886547,-0.476069019884398,-0.4923636252153076,-0.4270826690408911,0.478316081629595,0.4736070829601777,0.4024736582745341,0.1945662645567114,0.2837638440121198,0.2561833291463447,0.205928780725966,0.4596722484638036,-0.07376024373942336,-0.2211951375061487,-0.2037666315137023,-0.2522364824253303,-0.0856307330927879,-0.07938475880298768,-0.1387701627893805,-0.2435258616199589,-0.2191893573961898,0.0820976043479599,0.10608727780240201,0.10284435078330059,0.06974505790551028,0.09185494500671298,0.0669289781662589,0.057864978383409094,0.1907315047107121,0.06968170112953351,0.07061839208708603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12926239642558707,0.1640416963538272,0.1697243486473603,0.13871915479998334,0.14583883684657303,0.12801248283129657,0.0923405123547744,0.1826044867843939,0.06828263773313839,0.08033302759924843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011770192172875116,-0.005828830675132568,-0.03673324445837434,-0.1020574633867889,-0.03552621192017347,-0.08000329337289841,-0.02650250873143048,0.20895749731669722,0.0729064436857727,0.0475384957206563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00695878313071957,0.005409581129499574,0.0070689712043455755,0.014645438733781407,0.03116762474870094,0.0668913224406451,0.03995468481251649,0.03519064687901813,0.010621166337093618,0.0178004713330846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003013826410845022,0.0026628031084864334,0.002055836548759571,0.0094109502797039,0.04090639581225933,0.08155131870513521,0.04634769045031839,0.05132931456758216,0.015003306932953181,0.025307413201071993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014810071737170527,0.010713899844916663,0.01753131124914714,0.027683642270709297,0.008187882406261004,0.03162768516722589,0.024309914198655885,-0.0010026088303947134,0.0005206410118605564,-3.4417080901599784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007163044163311039,-0.01037753747984349,0.01638324536525365,0.022515009568420313,0.017936905220694965,-0.013981913928771073,0.01716137221056563,-0.010352187016108627,0.0049588576168379805,-0.0021973956421117435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003849947542372417,-0.01873004816860313,0.024843059383676314,0.034406870273404305,0.02840339598259467,-0.028355518777957944,0.03030896418825288,-0.011166743265409784,0.0111598673299875,-0.001992545714484706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029081200037151367,0.005752043588656053,-0.0012722650204275432,-0.00710555443981592,-0.006759974844386729,0.020592828013075076,-0.015013018407720208,-0.0085254288728982,-0.009334032873453912,-0.0026840752601365037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
